Unnamed: 0,Time,Lat,Lon,Street,Visibility(km),Wind_Speed(km/h),Precipitation(mm),Astronomical_Twilight,road_closure,Date
6566,06:30:00,40.848686,-73.93735500000003,5th Avenue,14.48,5.63,,Day,False,2018-06-11
6567,07:30:00,40.851543,-73.95208000000002,George Washington Bridge,16.09,,,Day,False,2018-06-11
6568,08:30:00,40.848686,-73.93735500000003,5th Avenue,16.09,5.63,,Day,False,2018-06-11
6569,08:30:00,40.851543,-73.95208000000002,George Washington Bridge,16.09,5.63,,Day,True,2018-06-11
6570,08:30:00,40.766735,-73.982872,8th Avenue,16.09,5.63,,Day,False,2018-06-11
6571,16:30:00,40.778755,-73.943329,East 91st Street,16.09,5.63,,Day,False,2018-06-11
6572,08:00:00,40.764973,-73.99823,12th Avenue,16.09,7.4,,Day,False,2018-06-12
6573,19:30:00,40.779686,-73.943764,FDR Drive,16.09,11.1,,Day,True,2018-06-12
6574,10:00:00,40.849667,-73.94277199999998,George Washington Bridge,16.09,,0.0,Day,True,2018-06-13
6575,11:30:00,40.79623400000001,-73.92085300000002,Robert F Kennedy Bridge East,16.09,5.63,,Day,True,2018-06-13
6576,11:30:00,40.800163,-73.92757399999998,Robert F Kennedy Bridge,16.09,5.63,,Day,False,2018-06-13
6577,12:30:00,40.85002100000001,-73.944839,George Washington Bridge,11.27,,0.25,Day,False,2018-06-13
6578,15:30:00,40.80127,-73.929916,Robert F Kennedy Bridge,11.27,,,Day,True,2018-06-13
6579,17:00:00,40.80127,-73.929916,Robert F Kennedy Bridge,12.87,9.33,,Day,False,2018-06-13
6580,17:00:00,40.850067,-73.944817,George Washington Bridge,12.87,,,Day,False,2018-06-13
6581,08:00:00,40.790394,-73.936745,FDR Drive,16.09,,,Day,False,2018-06-14
6582,11:30:00,40.782818,-73.943871,East 96th Street,16.09,11.1,,Day,True,2018-06-14
6583,13:30:00,40.850067,-73.944817,George Washington Bridge,16.09,,,Day,True,2018-06-14
6584,06:00:00,40.80127,-73.929916,Robert F Kennedy Bridge,16.09,7.4,,Day,True,2018-06-15
6585,06:30:00,40.81155,-73.934776,Harlem River Drive South,16.09,7.4,,Day,False,2018-06-15
6586,07:00:00,40.729862,-74.003952,Carmine Street,16.09,,,Day,True,2018-06-15
6587,09:00:00,40.780445,-73.943901,FDR Drive,16.09,11.1,,Day,False,2018-06-15
6588,10:00:00,40.755348,-73.96167,FDR Drive,16.09,9.33,,Day,False,2018-06-15
6589,18:30:00,40.850067,-73.944817,George Washington Bridge,16.09,7.4,,Day,False,2018-06-15
6590,12:00:00,40.778851,-73.943375,FDR Drive,16.09,9.33,,Day,False,2018-06-16
6591,16:00:00,40.850067,-73.944817,George Washington Bridge,16.09,5.63,,Day,True,2018-06-16
6592,18:30:00,40.832497,-73.950287,Henry Hudson Parkway,16.09,,,Day,True,2018-06-16
6593,13:00:00,40.805058,-73.939049,Park Avenue,16.09,5.63,,Day,True,2018-06-17
6594,16:00:00,40.850067,-73.944817,George Washington Bridge,16.09,5.63,,Day,True,2018-06-17
6595,18:00:00,40.815292,-73.963966,Henry Hudson Parkway,16.09,5.63,,Day,True,2018-06-17
6596,20:30:00,40.850067,-73.944817,George Washington Bridge,16.09,,,Day,True,2018-06-17
6597,08:00:00,40.785057,-73.93016800000002,Robert F Kennedy Bridge East,14.48,11.1,,Day,True,2018-06-18
6598,15:30:00,40.759762,-73.960991,Ed Koch Queensboro Bridge West,12.87,9.33,,Day,False,2018-06-18
6599,16:30:00,40.759762,-73.960991,Ed Koch Queensboro Bridge West,12.87,9.33,,Day,False,2018-06-18
6600,21:00:00,40.81155,-73.934776,Harlem River Drive South,12.87,11.1,1.27,Day,True,2018-06-18
6601,06:30:00,40.78931,-73.943382,East 104th Street,12.87,9.33,,Day,True,2018-06-19
6602,07:00:00,40.851543,-73.95208000000002,George Washington Bridge,12.87,9.33,,Day,True,2018-06-19
6603,15:30:00,40.785057,-73.93,Robert F Kennedy Bridge East,16.09,,,Day,True,2018-06-19
6604,16:00:00,40.850067,-73.944817,George Washington Bridge,16.09,,,Day,True,2018-06-19
6605,17:00:00,40.718971,-73.974968,E Houston Street,16.09,,,Day,True,2018-06-19
6606,17:30:00,40.782818,-73.943871,East 96th Street,16.09,7.4,,Day,False,2018-06-19
6607,06:30:00,40.84584,-73.931061,5th Avenue,16.09,5.63,,Day,True,2018-06-20
6608,06:30:00,40.81155,-73.934776,Harlem River Drive South,16.09,5.63,,Day,True,2018-06-20
6609,07:00:00,40.755348,-73.96167,FDR Drive,16.09,5.63,,Day,True,2018-06-20
6610,08:30:00,40.744099,-73.97637900000002,East 33rd Street,16.09,,,Day,False,2018-06-20
6611,08:30:00,40.848686,-73.93735500000003,5th Avenue,16.09,,,Day,True,2018-06-20
6612,08:30:00,40.849396,-73.942696,Riverside Drive,16.09,,,Day,False,2018-06-20
6613,17:00:00,40.850067,-73.944817,George Washington Bridge,16.09,5.63,,Day,True,2018-06-20
6614,20:30:00,40.779385,-73.943626,FDR Drive,16.09,7.4,,Day,True,2018-06-20
6615,21:00:00,40.752056,-74.000999,10th Avenue,16.09,7.4,,Day,False,2018-06-20
6616,04:00:00,40.866863,-73.93195300000002,Henry Hudson Parkway,8.05,16.74,1.78,Day,True,2018-06-21
6617,04:00:00,40.717663,-73.985573,Williamsburg Bridge West,9.66,,253.75,Day,True,2018-06-21
6618,06:00:00,40.756798,-73.988731,West 42nd Street,6.44,7.4,0.25,Day,False,2018-06-21
6619,06:30:00,40.81155,-73.934776,Harlem River Drive South,6.44,5.63,0.51,Day,True,2018-06-21
6620,07:00:00,40.812214,-73.936371,East 135th Street,6.44,5.63,0.51,Day,True,2018-06-21
6621,08:00:00,40.850067,-73.944817,George Washington Bridge,6.44,,0.0,Day,False,2018-06-21
6622,08:30:00,40.848686,-73.93735500000003,5th Avenue,8.05,,,Day,True,2018-06-21
6623,12:30:00,40.850067,-73.944817,George Washington Bridge,16.09,7.4,,Day,False,2018-06-21
6624,19:00:00,40.850067,-73.944817,George Washington Bridge,16.09,5.63,,Day,False,2018-06-21
6625,21:30:00,40.804268,-73.931,Harlem River Drive North,16.09,,,Day,False,2018-06-21
6626,04:00:00,40.742252,-74.000694,West 18th Street,16.09,,,Day,True,2018-06-22
6627,06:30:00,40.84957100000001,-73.942291,5th Avenue,16.09,9.33,,Day,True,2018-06-22
6628,16:00:00,40.850067,-73.944817,George Washington Bridge,16.09,,,Day,False,2018-06-22
6629,18:30:00,40.72123300000001,-73.998047,Lafayette Street,16.09,,,Day,True,2018-06-22
6630,01:30:00,40.850067,-73.944817,George Washington Bridge,16.09,9.33,,Night,False,2018-06-23
6631,08:00:00,40.7808,-73.943985,FDR Drive,16.09,13.04,,Day,False,2018-06-23
6632,10:30:00,40.84584,-73.931061,5th Avenue,8.05,,,Day,True,2018-06-24
6633,12:30:00,40.832523,-73.950424,Henry Hudson Parkway,12.87,5.63,,Day,False,2018-06-24
6634,14:00:00,40.755135,-73.996674,West 36th Street,14.48,5.63,,Day,True,2018-06-24
6635,15:00:00,40.760094,-74.002678,12th Avenue,14.48,5.63,,Day,True,2018-06-24
6636,15:00:00,40.847218,-73.92845200000002,Washington Bridge,16.09,22.21,,Day,True,2018-06-24
6637,17:00:00,40.850067,-73.944817,George Washington Bridge,14.48,5.63,,Day,True,2018-06-24
6638,20:00:00,40.850124,-73.94519,George Washington Bridge,16.09,,,Day,False,2018-06-24
6639,07:30:00,40.79623400000001,-73.92085300000002,Robert F Kennedy Bridge East,16.09,9.33,,Day,True,2018-06-25
6640,08:30:00,40.785564,-73.984062,Henry Hudson Parkway,16.09,11.1,,Day,False,2018-06-25
6641,13:30:00,40.709831,-73.991051,FDR Drive,16.09,,,Day,False,2018-06-25
6642,15:30:00,40.782818,-73.943871,East 96th Street,16.09,5.63,,Day,True,2018-06-25
6643,19:30:00,40.847061,-73.928551,Harlem River Drive North,16.09,7.4,,Day,False,2018-06-25
6644,09:00:00,40.78101,-73.92761999999998,Robert F Kennedy Bridge East,16.09,9.33,,Day,False,2018-06-26
6645,16:00:00,40.850067,-73.944817,George Washington Bridge,16.09,9.33,,Day,True,2018-06-26
6646,07:30:00,40.785057,-73.93,Robert F Kennedy Bridge East,16.09,5.63,,Day,True,2018-06-27
6647,09:30:00,40.850067,-73.944817,George Washington Bridge,16.09,5.63,,Day,False,2018-06-27
6648,17:00:00,40.831905,-73.935287,Harlem River Drive South,16.09,7.4,,Day,False,2018-06-27
6649,05:00:00,40.755348,-73.96167,FDR Drive,9.66,5.63,0.0,Day,False,2018-06-28
6650,05:30:00,40.743427,-73.99985500000003,8th Avenue,6.44,7.4,0.51,Day,True,2018-06-28
6651,08:30:00,40.764282,-73.99859599999998,12th Avenue,3.22,,3.3,Day,True,2018-06-28
6652,10:00:00,40.850067,-73.944817,George Washington Bridge,12.87,,0.0,Day,True,2018-06-28
6653,17:00:00,40.850067,-73.944817,George Washington Bridge,0.8,5.63,14.73,Day,True,2018-06-28
6654,21:00:00,40.757813,-73.979355,West 48th Street,1.29,18.51,0.0,Day,False,2018-06-28
6655,21:30:00,40.782818,-73.943871,East 96th Street,1.29,18.51,0.0,Day,True,2018-06-28
6656,05:30:00,40.789051,-73.948608,Lexington Avenue,,,,Day,False,2018-06-29
6657,07:30:00,40.849838,-73.943619,George Washington Bridge,,,,Day,False,2018-06-29
6658,08:30:00,40.848686,-73.93735500000003,5th Avenue,,,,Day,True,2018-06-29
6659,11:30:00,40.706776,-74.001816,FDR Drive,,,,Day,False,2018-06-29
6660,12:30:00,40.707687,-74.000076,FDR Drive,,,,Day,True,2018-06-29
6661,16:00:00,40.74802800000001,-73.96817,FDR Drive,,,,Day,False,2018-06-29
6662,16:30:00,40.850067,-73.944817,George Washington Bridge,,,,Day,True,2018-06-29
6663,16:00:00,40.74802800000001,-73.96817,FDR Drive,,,,Day,True,2018-06-29
6664,18:30:00,40.850067,-73.944817,George Washington Bridge,,,,Day,False,2018-06-29
6665,07:00:00,40.715622,-73.99427,Canal Street,16.09,16.74,,Day,False,2018-04-30
6666,08:00:00,40.718971,-73.974968,E Houston Street,16.09,9.33,,Day,True,2018-04-30
6667,09:00:00,40.760929,-73.967049,3rd Avenue,16.09,,,Day,True,2018-04-30
6668,17:00:00,40.707687,-74.000076,FDR Drive,16.09,9.33,,Day,True,2018-04-30
6669,18:00:00,40.849991,-73.944405,George Washington Bridge,16.09,9.33,0.0,Day,True,2018-04-30
6670,06:00:00,40.84893,-73.93911,5th Avenue,16.09,,,Day,False,2018-05-01
6671,06:00:00,40.807457,-73.935013,East 130th Street,16.09,,,Day,True,2018-05-01
6672,06:30:00,40.848934,-73.939133,5th Avenue,16.09,5.63,,Day,True,2018-05-01
6673,09:00:00,40.704914,-74.01733399999998,West Street,16.09,11.1,,Day,False,2018-05-01
6674,11:00:00,40.755871,-73.96084599999998,FDR Drive,16.09,9.33,,Day,True,2018-05-01
6675,09:00:00,40.850067,-73.944817,George Washington Bridge,16.09,7.4,,Day,True,2018-05-02
6676,09:00:00,40.779732,-73.944275,York Avenue,16.09,7.4,,Day,False,2018-05-02
6677,09:00:00,40.713268,-73.977577,FDR Drive,16.09,9.33,,Day,False,2018-05-02
6678,13:00:00,40.781036,-73.944176,F D R Drive,16.09,9.33,,Day,False,2018-05-02
6679,13:30:00,40.706261,-73.996941,Brooklyn Bridge,16.09,20.44,,Day,False,2018-05-02
6680,14:00:00,40.850067,-73.944817,George Washington Bridge,16.09,9.33,,Day,True,2018-05-02
6681,18:00:00,40.845821,-73.930695,5th Avenue,16.09,,,Day,False,2018-05-02
6682,19:30:00,40.846806,-73.93184699999998,Amsterdam Avenue,16.09,13.04,,Day,True,2018-05-02
6683,07:00:00,40.760159,-73.957504,FDR Drive,16.09,14.81,,Day,False,2018-05-03
6684,07:30:00,40.782818,-73.943871,East 96th Street,16.09,14.81,,Day,True,2018-05-03
6685,07:30:00,40.782818,-73.943871,East 96th Street,16.09,14.81,,Day,True,2018-05-03
6686,19:30:00,40.849995,-73.94393199999998,George Washington Bridge,9.66,5.63,0.51,Day,False,2018-05-03
6687,09:30:00,40.781536,-73.986778,Henry Hudson Parkway,14.48,7.4,0.0,Day,False,2018-05-04
6688,09:30:00,40.794811,-73.977814,Henry Hudson Parkway,14.48,7.4,0.0,Day,False,2018-05-04
6689,14:30:00,40.848686,-73.93735500000003,5th Avenue,16.09,11.1,,Day,False,2018-05-04
6690,15:30:00,40.84726,-73.928421,Harlem River Drive North,16.09,20.44,,Day,True,2018-05-04
6691,16:00:00,40.77879,-73.943352,FDR Drive,14.48,,,Day,True,2018-05-04
6692,14:00:00,40.812073,-73.966431,Henry Hudson Parkway,16.09,14.81,,Day,False,2018-05-06
6693,08:00:00,40.85886,-73.922958,Harlem River Drive North,16.09,11.1,,Day,True,2018-05-07
6694,08:00:00,40.713383,-73.990135,Rutgers Street,,,,Day,True,2018-05-07
6695,10:00:00,40.849838,-73.943611,George Washington Bridge,16.09,,,Day,False,2018-05-07
6696,14:00:00,40.77894600000001,-73.943291,East 91st Street,16.09,9.33,,Day,False,2018-05-07
6697,14:30:00,40.780903,-73.944008,FDR Drive,16.09,,,Day,True,2018-05-07
6698,15:30:00,40.782818,-73.943871,East 96th Street,16.09,9.33,,Day,False,2018-05-07
6699,16:00:00,40.788147,-73.928062,Robert F Kennedy Bridge East,16.09,9.33,,Day,False,2018-05-07
6700,16:30:00,40.706074,-73.99670400000002,Brooklyn Bridge,,,,Day,True,2018-05-07
6701,16:30:00,40.797318,-73.929344,FDR Drive,16.09,7.4,,Day,False,2018-05-07
6702,19:00:00,40.710964,-74.002838,Brooklyn Bridge,,,,Day,False,2018-05-07
6703,06:00:00,40.815041,-73.934212,Harlem River Drive North,16.09,5.63,,Day,False,2018-05-08
6704,07:00:00,40.782818,-73.943871,East 96th Street,16.09,,,Day,False,2018-05-08
6705,09:30:00,40.820972,-73.95881700000002,Henry Hudson Parkway,16.09,,,Day,False,2018-05-08
6706,10:30:00,40.84967,-73.94279499999998,George Washington Bridge,16.09,7.4,,Day,False,2018-05-08
6707,17:30:00,40.810711,-73.96713299999998,Henry Hudson Parkway,16.09,7.4,,Day,False,2018-05-08
6708,17:30:00,40.851543,-73.95208000000002,George Washington Bridge,16.09,7.4,,Day,False,2018-05-08
6709,17:30:00,40.797298,-73.92916899999999,FDR Drive,16.09,7.4,,Day,False,2018-05-08
6710,20:00:00,40.850067,-73.944817,George Washington Bridge,16.09,9.33,,Day,True,2018-05-08
6711,10:00:00,40.7565,-73.97236600000002,Lexington Avenue,14.48,,,Day,True,2018-05-09
6712,11:00:00,40.709846,-73.99182900000002,Pike Slip,,,,Day,False,2018-05-09
6713,12:00:00,40.801949,-73.93006899999997,Harlem River Drive North,12.87,5.63,,Day,True,2018-05-09
6714,07:30:00,40.80127,-73.929916,Robert F Kennedy Bridge,16.09,5.63,,Day,True,2018-05-10
6715,08:00:00,40.79372,-73.923096,Robert F Kennedy Bridge East,16.09,5.63,,Day,False,2018-05-10
6716,12:00:00,40.847828,-73.943596,Riverside Drive,16.09,,,Day,True,2018-05-10
6717,16:30:00,40.787895,-73.92806999999998,Rivers Edge Rd,16.09,14.81,,Day,True,2018-05-10
6718,16:00:00,40.841995,-73.94534300000002,Henry Hudson Parkway,16.09,14.81,,Day,True,2018-05-10
6719,18:30:00,40.756718,-73.953918,Ed Koch Queensboro Bridge East,16.09,9.33,,Day,True,2018-05-10
6720,07:30:00,40.850067,-73.944817,George Washington Bridge,16.09,,,Day,False,2018-05-11
6721,07:30:00,40.825905,-73.947113,Amsterdam Avenue,16.09,,,Day,True,2018-05-11
6722,07:30:00,40.77935,-73.977379,Columbus Avenue,16.09,,,Day,False,2018-05-11
6723,08:30:00,40.758549,-73.95856500000002,Ed Koch Queensboro Bridge East,16.09,,0.0,Day,True,2018-05-12
6724,06:30:00,40.74802800000001,-73.96817,FDR Drive,3.22,,,Day,True,2018-05-14
6725,07:30:00,40.866863,-73.93195300000002,Henry Hudson Parkway,11.27,5.63,,Day,False,2018-05-14
6726,08:00:00,40.851543,-73.95208000000002,George Washington Bridge,6.44,,,Day,True,2018-05-14
6727,15:30:00,40.780804,-73.944122,FDR Drive,12.87,7.4,,Day,False,2018-05-14
6728,07:00:00,40.785057,-73.93,Robert F Kennedy Bridge East,3.22,7.4,,Day,False,2018-05-15
6729,08:30:00,40.765881,-73.994637,West 50th Street,8.05,,,Day,True,2018-05-15
6730,09:00:00,40.85002100000001,-73.94459499999998,George Washington Bridge,9.66,5.63,,Day,True,2018-05-15
6731,10:00:00,40.710903,-74.003632,Gold Street,16.09,9.33,,Day,False,2018-05-15
6732,15:00:00,40.743195,-73.972115,East 34th Street,14.48,7.4,,Day,True,2018-05-15
6733,15:30:00,40.850067,-73.944817,George Washington Bridge,6.44,9.33,0.76,Day,True,2018-05-16
6734,07:00:00,40.85886,-73.922958,Harlem River Drive North,3.22,7.4,1.78,Day,True,2018-05-17
6735,07:30:00,40.851543,-73.95208000000002,George Washington Bridge,4.83,,1.52,Day,False,2018-05-17
6736,08:30:00,40.760307,-73.99499499999997,West 43rd Street,6.44,,0.25,Day,False,2018-05-17
6737,14:00:00,40.71397,-73.97305300000002,Williamsburg Bridge West,14.48,9.33,,Day,False,2018-05-17
6738,23:00:00,40.761486,-73.96060899999998,1st Avenue,12.87,,,Night,False,2018-05-17
6739,07:30:00,40.735397,-73.974899,FDR Drive,16.09,25.91,,Day,False,2018-05-18
6740,10:30:00,40.80127,-73.929916,Robert F Kennedy Bridge,16.09,14.81,,Day,True,2018-05-18
6741,17:30:00,40.780136,-73.943802,FDR Drive,16.09,11.1,,Day,True,2018-05-18
6742,06:30:00,40.782818,-73.943871,East 96th Street,4.83,11.1,1.27,Day,True,2018-05-19
6743,10:00:00,40.845097,-73.945045,Henry Hudson Parkway,4.83,7.4,0.25,Day,False,2018-05-19
6744,11:30:00,40.779114,-73.926201,Robert F Kennedy Bridge East,6.44,11.1,0.51,Day,False,2018-05-19
6745,09:00:00,40.849628,-73.942574,George Washington Bridge,16.09,,,Day,True,2018-05-21
6746,06:00:00,40.848686,-73.93735500000003,5th Avenue,16.09,,,Day,False,2018-05-22
6747,06:00:00,40.84584,-73.931061,5th Avenue,16.09,,,Day,False,2018-05-22
6748,06:00:00,40.743191,-73.97994200000002,East 30th Street,16.09,,,Day,False,2018-05-22
6749,06:00:00,40.851543,-73.95208000000002,George Washington Bridge,16.09,,,Day,False,2018-05-22
6750,06:30:00,40.848686,-73.93735500000003,5th Avenue,16.09,,,Day,False,2018-05-22
6751,07:30:00,40.758625,-73.965775,East 56th Street,16.09,,,Day,True,2018-05-22
6752,07:30:00,40.718971,-73.974968,E Houston Street,16.09,7.4,,Day,True,2018-05-22
6753,08:00:00,40.825436,-73.936317,Adam Clayton Powell Jr Blvd,16.09,,,Day,True,2018-05-22
6754,11:00:00,40.747631,-73.97672299999998,East 37th Street,16.09,5.63,0.0,Day,True,2018-05-22
6755,15:30:00,40.744343,-73.97139,Franklin Delano Roosevelt Drive Service Rd West,2.41,,3.56,Day,True,2018-05-22
6756,17:30:00,40.850067,-73.944817,George Washington Bridge,9.66,,0.25,Day,True,2018-05-22
6757,05:30:00,40.851871,-73.928154,West 187th Street,1.29,,,Day,True,2018-05-23
6758,07:30:00,40.770325,-73.991386,West 57th Street,4.83,,,Day,False,2018-05-23
6759,08:00:00,40.77026400000001,-73.947754,FDR Drive,8.05,,,Day,False,2018-05-23
6760,18:00:00,40.708687,-73.99835999999998,FDR Drive,16.09,,,Day,False,2018-05-23
6761,18:30:00,40.744293,-73.971283,FDR Drive,16.09,7.4,,Day,True,2018-05-23
6762,13:00:00,40.850067,-73.944817,George Washington Bridge,16.09,,,Day,True,2018-05-24
6763,13:30:00,40.830006,-73.93498199999998,Harlem River Drive North,16.09,,,Day,True,2018-05-24
6764,16:30:00,40.735397,-73.974899,FDR Drive,16.09,9.33,0.25,Day,False,2018-05-24
6765,07:00:00,40.752419,-73.978348,Vanderbilt Avenue,16.09,5.63,,Day,False,2018-05-25
6766,07:00:00,40.761799,-73.97908000000002,West 53rd Street,16.09,5.63,,Day,False,2018-05-25
6767,07:30:00,40.72946500000001,-74.00515,Varick Street,16.09,7.4,,Day,True,2018-05-25
6768,08:30:00,40.7948,-73.944412,Lexington Avenue,16.09,,,Day,False,2018-05-25
6769,08:30:00,40.744789,-73.97590600000002,2nd Avenue,16.09,,,Day,True,2018-05-25
6770,09:00:00,40.84972,-73.943031,Riverside Drive,16.09,9.33,,Day,True,2018-05-25
6771,12:30:00,40.759762,-73.960991,Ed Koch Queensboro Bridge West,16.09,5.63,,Day,True,2018-05-25
6772,13:30:00,40.849228,-73.94274899999998,Riverside Drive,16.09,7.4,,Day,False,2018-05-25
6773,18:30:00,40.828003,-73.93465400000002,Adam Clayton Powell Jr Blvd,16.09,,,Day,False,2018-05-25
6774,18:30:00,40.84922,-73.94001800000002,Trans-Manhattan Expy West,16.09,,,Day,True,2018-05-25
6775,07:00:00,40.735397,-73.974899,FDR Drive,14.48,,1.02,Day,False,2018-05-27
6776,22:00:00,40.782818,-73.943871,East 96th Street,16.09,14.81,,Day,False,2018-05-27
6777,06:00:00,40.850067,-73.944817,George Washington Bridge,16.09,7.4,,Day,False,2018-05-28
6778,11:00:00,40.849697,-73.942932,Riverside Drive,16.09,,,Day,True,2018-05-28
6779,13:30:00,40.849716,-73.94300799999998,Riverside Drive,12.87,5.63,,Day,False,2018-05-28
6780,07:00:00,40.853683,-73.930534,West 188th Street,9.66,13.04,,Day,True,2018-05-29
6781,07:00:00,40.789261,-73.98085,Riverside Drive,8.05,,,Day,True,2018-05-29
6782,07:30:00,40.762871,-73.96970400000002,East 59th Street,8.05,,,Day,False,2018-05-29
6783,08:00:00,40.715355,-73.997711,Elizabeth Street,12.87,7.4,,Day,False,2018-05-29
6784,10:00:00,40.785343,-73.92997,Robert F Kennedy Bridge West,11.27,5.63,,Day,False,2018-05-29
6785,11:30:00,40.758724,-73.958656,FDR Drive,14.48,,,Day,True,2018-05-29
6786,12:30:00,40.708633,-74.000046,Brooklyn Bridge Walkway,16.09,9.33,,Day,True,2018-05-29
6787,13:00:00,40.84584,-73.931061,5th Avenue,16.09,,,Day,True,2018-05-29
6788,14:00:00,40.75716,-73.973984,Park Avenue,16.09,,,Day,False,2018-05-29
6789,14:30:00,40.70982,-73.99114200000002,South Street,16.09,11.1,,Day,True,2018-05-29
6790,17:00:00,40.850067,-73.944817,George Washington Bridge,12.87,7.4,,Day,True,2018-05-29
6791,18:30:00,40.780785,-73.944115,FDR Drive,12.87,5.63,,Day,True,2018-05-29
6792,08:30:00,40.757401,-73.982262,Avenue of the Americas,11.27,,,Day,False,2018-05-30
6793,11:30:00,40.79731,-73.92916899999999,FDR Drive,12.87,5.63,,Day,False,2018-05-30
6794,12:30:00,40.714573,-73.975021,Williamsburg Bridge West,16.09,7.4,,Day,False,2018-05-30
6795,13:00:00,40.778851,-73.943375,FDR Drive,12.87,5.63,,Day,True,2018-05-30
6796,17:00:00,40.797298,-73.92916899999999,FDR Drive,16.09,,,Day,True,2018-05-30
6797,12:30:00,40.780689,-73.943962,FDR Drive,16.09,,,Day,False,2018-03-31
6798,04:30:00,40.7808,-73.943985,FDR Drive,16.09,7.4,,Night,True,2018-04-01
6799,12:00:00,40.850063,-73.94479399999999,George Washington Bridge,16.09,9.33,,Day,False,2018-04-01
6800,12:00:00,40.850067,-73.944817,George Washington Bridge,16.09,9.33,,Day,False,2018-04-01
6801,12:00:00,40.850067,-73.944817,George Washington Bridge,16.09,9.33,,Day,True,2018-04-01
6802,07:30:00,40.81155,-73.934776,Harlem River Drive South,0.32,13.04,3.81,Day,False,2018-04-02
6803,07:30:00,40.782818,-73.943871,East 96th Street,0.32,13.04,3.81,Day,False,2018-04-02
6804,08:00:00,40.793903,-73.932022,FDR Drive,0.32,13.04,3.81,Day,True,2018-04-02
6805,15:30:00,40.778851,-73.943375,FDR Drive,16.09,7.4,,Day,True,2018-04-02
6806,21:00:00,40.747757,-73.968422,FDR Drive,16.09,7.4,,Night,False,2018-04-02
6807,08:30:00,40.82782,-73.943916,West 150th Street,16.09,11.1,,Day,False,2018-04-03
6808,16:00:00,40.846546,-73.927238,Washington Bridge,16.09,24.14,,Day,False,2018-04-04
6809,22:30:00,40.74802800000001,-73.96817,FDR Drive,16.09,24.14,,Night,True,2018-04-04
6810,04:00:00,40.754494,-73.965691,1st Avenue,16.09,22.21,,Night,True,2018-04-05
6811,07:00:00,40.759762,-73.960991,Ed Koch Queensboro Bridge West,16.09,11.1,,Day,True,2018-04-05
6812,07:30:00,40.738529,-74.009636,West Street,16.09,11.1,,Day,True,2018-04-05
6813,23:30:00,40.804005,-73.927925,WillisAvenue Bridge,16.09,5.63,,Night,False,2018-04-05
6814,06:30:00,40.760159,-73.957504,FDR Drive,16.09,,,Day,True,2018-04-06
6815,07:00:00,40.790394,-73.936745,FDR Drive,16.09,,,Day,True,2018-04-06
6816,08:30:00,40.78392,-73.944229,East 97th Street,6.44,9.33,0.51,Day,False,2018-04-06
6817,11:30:00,40.850063,-73.944778,Henry Hudson Parkway,16.09,22.21,,Day,True,2018-04-06
6818,10:30:00,40.779541,-73.943703,FDR Drive,16.09,7.4,,Day,True,2018-04-07
6819,14:30:00,40.850067,-73.944817,George Washington Bridge,16.09,13.04,,Day,False,2018-04-07
6820,18:00:00,40.84705,-73.928558,Harlem River Drive North,16.09,9.33,,Day,True,2018-04-07
6821,22:30:00,40.850067,-73.944817,George Washington Bridge,16.09,5.63,,Night,True,2018-04-08
6822,08:00:00,40.848686,-73.93735500000003,5th Avenue,16.09,9.33,,Day,False,2018-04-09
6823,08:00:00,40.848686,-73.93735500000003,5th Avenue,16.09,9.33,,Day,True,2018-04-09
6824,08:30:00,40.718632,-74.00882,Hudson Street,16.09,11.1,,Day,False,2018-04-09
6825,10:30:00,40.775017,-73.963074,East 77th Street,16.09,,,Day,True,2018-04-09
6826,12:00:00,40.782818,-73.943871,East 96th Street,16.09,7.4,,Day,True,2018-04-09
6827,18:00:00,40.793903,-73.932022,FDR Drive,16.09,11.1,,Day,True,2018-04-09
6828,20:00:00,40.763412,-73.95367399999998,FDR Drive,16.09,13.04,,Day,False,2018-04-10
6829,23:00:00,40.743195,-73.972115,East 34th Street,16.09,,,Night,False,2018-04-10
6830,04:00:00,40.717636,-73.98586999999998,Delancey Street,16.09,5.63,,Night,True,2018-04-11
6831,04:30:00,40.849228,-73.94274899999998,Riverside Drive,16.09,7.4,,Night,False,2018-04-11
6832,07:00:00,40.850067,-73.944817,George Washington Bridge,16.09,,,Day,True,2018-04-11
6833,07:30:00,40.827778,-73.94574,Amsterdam Avenue,16.09,,,Day,False,2018-04-11
6834,08:00:00,40.790394,-73.936745,FDR Drive,16.09,,,Day,True,2018-04-11
6835,08:30:00,40.745747,-73.978134,East 34th Street,16.09,,,Day,False,2018-04-11
6836,11:30:00,40.761662,-73.97489200000003,East 55th Street,16.09,,,Day,False,2018-04-11
6837,19:30:00,40.721645,-74.007233,Holland Tunl East,16.09,9.33,,Day,False,2018-04-11
6838,07:00:00,40.737362,-73.974518,FDR Drive,16.09,,,Day,False,2018-04-12
6839,08:00:00,40.851543,-73.95208000000002,George Washington Bridge,16.09,5.63,,Day,True,2018-04-12
6840,12:30:00,40.850067,-73.944817,George Washington Bridge,16.09,11.1,,Day,False,2018-04-12
6841,17:30:00,40.782818,-73.943871,East 96th Street,16.09,13.04,,Day,True,2018-04-12
6842,21:30:00,40.772869,-73.989532,W End Avenue,16.09,14.81,,Night,False,2018-04-12
6843,05:30:00,40.804268,-73.931,Harlem River Drive North,16.09,,,Day,False,2018-04-13
