Unnamed: 0,Time,Lat,Lon,Street,Visibility(km),Wind_Speed(km/h),Precipitation(mm),Astronomical_Twilight,road_closure,Date
13536,15:30:00,40.785382,-73.940297,FDR Drive,16.09,9.66,0.0,Day,False,2022-10-12
13537,22:00:00,40.846211,-73.93186,Trans-Manhattan Expressway,16.09,9.66,0.0,Night,False,2022-01-22
13538,08:00:00,40.75712084750768,-73.97188067400945, E 51st Street,1.61,8.05,1.02,Day,False,2022-01-01
13539,14:30:00,40.817947,-73.961732,Henry Hudson Parkway,16.09,4.83,0.0,Day,True,2022-10-06
13540,15:00:00,40.81521400000001,-73.964287,Henry Hudson Parkway,16.09,4.83,0.0,Day,True,2022-09-10
13541,14:30:00,40.79014,-73.926221,Robert F Kennedy Bridge East,16.09,0.0,0.0,Day,True,2022-05-11
13542,09:00:00,40.829961,-73.934924,Harlem River Drive North,4.83,8.05,1.78,Day,False,2022-03-12
13543,18:30:00,40.845722,-73.929606,Alexander Hamilton Bridge East,9.66,14.48,1.02,Night,True,2022-12-15
13544,12:30:00,40.796943,-73.920349,Robert F Kennedy Bridge East,16.09,4.83,0.0,Day,True,2022-05-27
13545,14:00:00,40.795369,-73.921581,Robert F Kennedy Bridge East,16.09,11.27,0.0,Day,True,2022-03-18
13546,06:30:00,40.725205,-74.00703100000001,Holland Tunl West,16.09,0.0,0.0,Day,False,2022-02-19
13547,12:30:00,40.824141,-73.954822, Riverside Drive,16.09,4.83,0.0,Day,False,2022-07-06
13548,14:30:00,40.757891,-73.996812,Lincoln Tunl West,16.09,0.0,0.0,Day,True,2022-09-01
13549,15:30:00,40.84609,-73.930366,5th Avenue,16.09,8.05,0.0,Day,False,2022-07-01
13550,23:30:00,40.798907,-73.975243,Henry Hudson Parkway,16.09,11.27,0.0,Night,True,2022-08-29
13551,10:30:00,40.851604,-73.952048,George Washington Bridge,16.09,16.09,0.0,Day,False,2023-02-06
13552,00:30:00,40.85005402545524,-73.94424319232013,George Washington Bridge,16.09,4.83,0.0,Night,False,2022-05-05
13553,11:00:00,40.799718,-73.926249,Robert F Kennedy Bridge,6.44,9.66,0.0,Day,True,2022-05-02
13554,14:30:00,40.782256,-73.92855,Robert F Kennedy Bridge,8.05,0.0,0.0,Day,False,2022-05-04
13555,05:30:00,40.849917,-73.94322700000002,George Washington Bridge,16.09,0.0,0.0,Day,False,2022-09-11
13556,13:30:00,40.849229,-73.939286,5th Avenue,16.09,14.48,0.0,Day,True,2022-08-12
13557,04:30:00,40.828041,-73.934834,Harlem River Drive South,16.09,0.0,0.0,Day,True,2022-07-18
13558,09:30:00,40.713345,-73.977161,FDR Drive,16.09,19.31,0.0,Day,True,2022-10-02
13559,21:00:00,40.765296,-73.970173, Madison Avenue,16.09,8.05,0.76,Day,True,2022-05-16
13560,05:30:00,40.815464,-73.93431700000002,Harlem River Drive South,16.09,0.0,0.0,Day,True,2022-10-07
13561,18:30:00,40.80511,-73.931925,Harlem River Drive South,16.09,8.05,0.0,Day,False,2022-05-29
13562,05:30:00,40.806579,-73.933371,Harlem River Drive South,16.09,9.66,0.0,Day,True,2022-05-24
13563,11:30:00,40.819292,-73.934443,Harlem River Drive South,16.09,9.66,0.0,Day,True,2022-04-30
13564,22:00:00,40.75336575,-73.96336198,FDR Drive,16.09,16.09,0.0,Night,False,2023-02-04
13565,15:00:00,40.784479379459455,-73.94199013674763,FDR Drive,16.09,12.87,0.0,Day,True,2022-04-11
13566,23:00:00,40.743163,-73.971997,FDR Drive,16.09,4.83,0.0,Night,True,2022-10-06
13567,23:30:00,40.74435,-73.971243,FDR Drive,16.09,8.05,0.0,Night,True,2022-09-16
13568,11:30:00,40.799824,-73.929906,FDR Drive,16.09,8.05,0.0,Day,False,2022-08-19
13569,14:00:00,40.785048,-73.940861,FDR Drive,16.09,9.66,0.0,Day,True,2022-07-22
13570,22:30:00,40.75551,-73.961466,FDR Drive,16.09,0.0,0.0,Night,True,2022-07-08
13571,06:30:00,40.780019,-73.943894,FDR Drive,4.83,0.0,0.0,Day,True,2022-06-24
13572,16:00:00,40.763388,-73.953553,FDR Drive,16.09,12.87,0.0,Day,True,2022-10-13
13573,05:00:00,40.7606399057352,-73.95651698077222,FDR Drive,16.09,0.0,0.0,Day,False,2022-05-03
13574,23:00:00,40.719786,-73.974982, FDR Drive,16.09,,0.0,Night,True,2022-07-10
13575,18:00:00,40.828041,-73.934834,Harlem River Drive South,16.09,16.09,0.0,Day,True,2023-01-29
13576,13:30:00,40.70565,-74.003906,FDR Drive,16.09,,0.0,Day,False,2022-06-29
13577,05:30:00,40.760683,-74.00370500000002,Lincoln Tunl West,3.22,11.27,0.0,Night,False,2021-12-30
13578,01:00:00,40.846363,-73.931287,5th Avenue,16.09,4.83,0.0,Night,False,2022-05-26
13579,17:30:00,40.75448400000001,-73.962598,FDR Drive,16.09,11.27,0.0,Day,False,2022-10-09
13580,19:30:00,40.751665,-73.965195,FDR Drive,16.09,8.05,0.0,Day,False,2022-06-10
13581,15:00:00,40.770153,-73.94760500000002,FDR Drive,16.09,19.31,0.0,Day,True,2022-10-01
13582,09:00:00,40.829961,-73.934924,Harlem River Drive North,4.83,8.05,1.78,Day,True,2022-03-12
13583,12:30:00,40.75392,-73.997557,Dyer Avenue,16.09,8.05,0.0,Day,False,2022-05-24
13584,07:00:00,40.734958,-73.97485999999998,FDR Drive,14.48,8.05,0.0,Day,True,2022-10-05
13585,23:00:00,40.735912,-73.975053,Franklin D Roosevelt Drive,16.09,4.83,0.0,Night,False,2022-07-15
13586,18:30:00,40.73735833148604,-73.97449851000798,FDR Drive,0.8,9.66,0.0,Day,True,2022-03-17
13587,07:00:00,40.753714,-73.981442, W 42nd Street,11.27,4.83,0.0,Day,True,2022-06-08
13588,12:30:00,40.756518,-73.994976,Lincoln Tunnel Expy,16.09,,0.0,Day,False,2023-01-14
13589,16:30:00,40.794038,-73.931528,FDR Drive,16.09,8.05,0.0,Day,False,2022-07-15
13590,13:00:00,40.729934,-73.972431,FDR Drive,16.09,16.09,0.0,Day,False,2022-02-18
13591,16:00:00,40.80175281,-73.93119693,Willis Avenue Bridge,16.09,12.87,0.0,Day,False,2022-06-10
13592,08:30:00,40.817163,-73.934138,Harlem River Drive South,16.09,9.66,0.0,Day,True,2023-02-11
13593,21:00:00,40.773023,-73.94461,FDR Drive,1.21,11.27,1.02,Night,False,2022-09-25
13594,14:30:00,40.781001,-73.927775,Robert F Kennedy Bridge West,16.09,9.66,0.0,Day,True,2022-07-15
13595,18:00:00,40.79025149325948,-73.92634749377284,Robert F Kennedy Bridge,16.09,9.66,0.0,Day,False,2022-04-14
13596,20:00:00,40.799824,-73.929906,FDR Drive,16.09,9.66,0.0,Day,True,2022-09-13
13597,22:00:00,40.75193,-73.964949,FDR Drive,16.09,12.87,0.0,Night,True,2022-08-19
13598,11:00:00,40.75695200000001,-73.99526,Lincoln Tunnel Expy,16.09,4.83,0.0,Day,False,2022-10-15
13599,17:00:00,40.737408,-73.97431800000003,FDR Drive,16.09,,0.0,Day,False,2022-08-03
13600,09:30:00,40.756383,-73.96040500000002,FDR Drive,16.09,16.09,0.0,Day,True,2022-06-18
13601,15:00:00,40.750451,-73.987282, W 35th Street,16.09,8.05,0.0,Day,True,2022-08-04
13602,04:00:00,40.720894,-73.974733,FDR Drive,16.09,0.0,0.0,Night,False,2023-01-02
13603,14:00:00,40.748873,-73.972911, 2nd Avenue,16.09,24.14,0.0,Day,False,2022-04-29
13604,08:30:00,40.84709287,-73.93336415,Cross Bronx Expy,16.09,4.83,0.0,Day,True,2022-12-13
13605,19:30:00,40.754392,-73.96250699999999,FDR Drive,16.09,9.66,0.0,Day,False,2022-09-14
13606,18:00:00,40.75336575488685,-73.9633619781782,FDR Drive,16.09,16.09,0.0,Day,False,2022-05-03
13607,00:30:00,40.74105,-73.997854, 7th Avenue,11.27,0.0,0.0,Night,True,2022-05-14
13608,09:00:00,40.848445,-73.936936,5th Avenue,4.83,8.05,0.0,Day,True,2022-05-21
13609,15:30:00,40.822874,-73.957353,Henry Hudson Parkway,16.09,9.66,0.0,Day,True,2022-08-27
13610,19:30:00,40.823207,-73.957093,Pedestrian Bridge,16.09,4.83,0.0,Day,False,2022-08-26
13611,21:00:00,40.719799,-73.99261, Delancey Street,16.09,9.66,0.0,Day,False,2022-06-24
13612,00:30:00,40.709628,-73.992446,FDR Drive,16.09,0.0,0.0,Night,True,2022-10-10
13613,20:30:00,40.710091,-73.98920600000002,FDR Drive,16.09,0.0,0.0,Day,False,2022-08-19
13614,17:00:00,40.71098685245175,-73.9800775047589,FDR Drive,16.09,0.0,0.0,Day,False,2022-05-05
13615,22:30:00,40.778828,-73.94336899999998,FDR Drive,16.09,0.0,0.0,Night,False,2022-07-08
13616,15:00:00,40.709308,-73.99425600000002,FDR Drive,16.09,8.05,0.0,Day,True,2022-08-19
13617,22:30:00,40.739692,-73.99095, W 20th Street,16.09,0.0,0.0,Night,True,2022-07-22
13618,16:00:00,40.737882,-73.980891, E 23rd Street,16.09,4.83,0.0,Day,False,2022-04-04
13619,21:00:00,40.744214,-73.971485,FDR Drive,12.87,9.66,0.25,Night,False,2022-01-09
13620,08:30:00,40.850574,-73.946809,George Washington Bridge,14.48,4.83,0.0,Day,True,2022-07-02
13621,06:00:00,40.78125,-73.94421899999998,FDR Drive,16.09,4.83,0.0,Day,True,2022-10-07
13622,07:00:00,40.760157,-73.957503,FDR Drive,6.44,4.83,0.76,Day,True,2022-09-06
13623,15:30:00,40.799965,-73.926852,Robert F Kennedy Bridge,16.09,4.83,0.0,Day,False,2022-10-10
13624,13:30:00,40.800021,-73.92697700000002,Robert F Kennedy Bridge,16.09,8.05,0.0,Day,True,2022-07-17
13625,09:00:00,40.800295,-73.92756,Robert F Kennedy Bridge,16.09,11.27,0.0,Day,True,2022-07-10
13626,08:30:00,40.83074212,-73.95104527,Henry Hudson Parkway,16.09,0.0,0.0,Day,True,2023-01-25
13627,21:30:00,40.763439,-73.953509,FDR Drive,16.09,0.0,0.0,Night,False,2022-10-08
13628,06:30:00,40.76145800000001,-73.955506,FDR Drive,16.09,12.87,0.0,Day,True,2022-05-11
13629,19:00:00,40.844739,-73.945037,Henry Hudson Parkway,16.09,0.0,0.0,Night,True,2023-01-02
13630,13:30:00,40.782911,-73.929038,Robert F Kennedy Bridge East,16.09,0.0,0.0,Day,True,2022-06-13
13631,15:30:00,40.789599,-73.926936,Rivers Edge Rd,16.09,19.31,0.0,Day,True,2022-03-06
13632,20:30:00,40.748139,-73.967889,FDR Drive,16.09,16.09,0.0,Night,False,2023-01-13
13633,13:30:00,40.822525,-73.957615,Henry Hudson Parkway,16.09,4.83,0.0,Day,True,2022-02-09
13634,11:30:00,40.717327,-73.984897,Williamsburg Bridge East,16.09,16.09,0.0,Day,True,2022-09-29
13635,01:30:00,40.718206,-73.987464, Delancey Street,16.09,11.27,0.0,Night,True,2022-09-17
13636,08:00:00,40.795226,-73.9773,Henry Hudson Parkway,8.05,8.05,0.0,Day,True,2022-08-01
13637,22:30:00,40.795627,-73.976795,Henry Hudson Parkway,16.09,11.27,0.0,Night,True,2022-07-28
13638,09:30:00,40.78941,-73.937421,FDR Drive,6.44,8.05,0.25,Day,True,2022-05-19
13639,23:30:00,40.79018712024312,-73.93690466845544,FDR Drive,16.09,9.66,0.0,Night,True,2022-03-08
13640,06:00:00,40.859447,-73.937141,Henry Hudson Parkway,12.87,0.0,0.0,Day,False,2023-02-17
13641,15:00:00,40.850104,-73.94479799999998,Henry Hudson Parkway,16.09,12.87,0.0,Day,False,2022-05-15
13642,01:00:00,40.754392,-73.96250699999999,FDR Drive,16.09,8.05,0.0,Night,False,2022-07-29
13643,21:00:00,40.71562170962946,-73.99574160540581,Manhattan Bridge,16.09,4.83,0.0,Day,True,2022-05-01
13644,22:00:00,40.84709287,-73.93336415,Cross Bronx Expy,16.09,4.83,0.0,Night,False,2022-10-14
13645,11:30:00,40.84609,-73.930366,5th Avenue,16.09,0.0,0.0,Day,True,2022-07-31
13646,13:30:00,40.847265,-73.933346,5th Avenue,16.09,4.83,0.0,Day,False,2022-07-20
13647,14:00:00,40.846029,-73.930224,5th Avenue,16.09,8.05,0.0,Day,True,2022-07-10
13648,13:00:00,40.84609,-73.930366,5th Avenue,16.09,,0.0,Day,False,2022-07-09
13649,22:00:00,40.84601998,-73.93020987,Cross Bronx Expy,16.09,0.0,0.0,Day,True,2022-06-15
13650,08:30:00,40.86603999,-73.93295646,Henry Hudson Parkway,16.09,9.66,0.0,Day,True,2022-08-03
13651,06:30:00,40.741599,-73.97245500000002,FDR Drive,14.48,11.27,0.0,Day,True,2022-06-22
13652,01:30:00,40.794545,-73.93083299999998,FDR Drive,16.09,9.66,0.0,Night,True,2022-07-05
13653,16:00:00,40.777583,-73.99014100000002,Henry Hudson Parkway,16.09,8.05,0.0,Day,True,2022-07-29
13654,08:30:00,40.846059,-73.930479,5th Avenue,16.09,0.0,0.0,Day,False,2023-02-06
13655,09:00:00,40.850323,-73.94553499999998,George Washington Bridge,16.09,0.0,0.25,Day,False,2023-01-31
13656,00:00:00,40.848251,-73.936134,Wadsworth Avenue,16.09,0.0,0.0,Night,False,2022-12-28
13657,21:00:00,40.848302,-73.936256,5th Avenue,16.09,12.87,0.0,Day,False,2022-07-28
13658,22:00:00,40.847092866702816,-73.93336415255578,Cross Bronx Expy,16.09,4.83,0.0,Night,True,2022-05-26
13659,05:00:00,40.850179,-73.944861,George Washington Bridge,16.09,12.87,0.0,Day,True,2022-04-04
13660,18:00:00,40.795226,-73.9773,Henry Hudson Parkway,16.09,0.0,0.0,Day,True,2022-05-22
13661,08:00:00,40.850574,-73.946809,George Washington Bridge,14.48,9.66,0.0,Day,True,2022-04-26
13662,17:00:00,40.786286,-73.929625,Robert F Kennedy Bridge,16.09,0.0,0.0,Day,False,2022-11-06
13663,04:00:00,40.76145800000001,-73.955506,FDR Drive,16.09,4.83,0.0,Day,True,2022-06-26
13664,08:30:00,40.849435,-73.941266,5th Avenue,16.09,,0.0,Day,False,2022-09-23
13665,11:00:00,40.846891,-73.933542,5th Avenue,16.09,0.0,0.0,Day,True,2023-01-31
13666,06:30:00,40.847642,-73.934966,5th Avenue,16.09,0.0,0.0,Day,True,2022-09-20
13667,13:30:00,40.84725200000001,-73.93406999999998,5th Avenue,16.09,4.83,0.0,Day,True,2022-09-12
13668,16:30:00,40.847934,-73.935634,5th Avenue,16.09,8.05,0.0,Day,False,2022-09-07
13669,12:30:00,40.848175,-73.936188,Wadsworth Avenue,16.09,,0.0,Day,True,2022-07-12
13670,10:30:00,40.847015,-73.933462,5th Avenue,16.09,9.66,0.0,Day,False,2022-07-10
13671,14:00:00,40.798833,-73.919173,Robert F Kennedy Bridge West,16.09,9.66,0.0,Day,False,2022-08-30
13672,15:00:00,40.803223,-73.972516,Henry Hudson Parkway,6.44,8.05,6.1,Day,True,2022-08-26
13673,08:00:00,40.79728960971453,-73.97559285128605,Henry Hudson Parkway,16.09,11.27,0.0,Day,True,2022-03-15
13674,21:30:00,40.833657,-73.935257,Harlem River Drive North,16.09,4.83,0.0,Night,False,2022-09-17
13675,14:00:00,40.81207395,-73.9360249, Madison Avenue,16.09,8.05,0.0,Day,True,2022-06-23
13676,07:00:00,40.811673,-73.934634,Harlem River Drive North,16.09,0.0,0.0,Day,True,2022-06-30
13677,12:30:00,40.747912,-73.968281,Queens Midtown Tunl West,16.09,4.83,0.0,Day,False,2022-08-06
13678,23:30:00,40.721604,-73.989002, Allen Street,16.09,0.0,0.0,Night,False,2022-05-21
13679,11:30:00,40.802082,-73.934073, 2nd Avenue,16.09,8.05,0.0,Day,False,2022-10-09
13680,11:30:00,40.817582,-73.933987,Harlem River Drive North,16.09,0.0,0.0,Day,False,2022-06-02
13681,08:30:00,40.805962,-73.970428,Henry Hudson Parkway,16.09,0.0,0.0,Day,True,2022-07-23
13682,19:00:00,40.808274,-73.968705,Henry Hudson Parkway,16.09,11.27,0.0,Day,True,2022-07-11
13683,15:00:00,40.81207394580453,-73.93602490389854, Madison Avenue,16.09,14.48,0.0,Day,False,2022-06-07
13684,16:30:00,40.845686,-73.929458,Cross Bronx Expy,16.09,14.48,0.0,Day,False,2022-12-20
13685,15:00:00,40.847015,-73.933462,5th Avenue,16.09,0.0,0.0,Day,True,2022-09-12
13686,15:00:00,40.8412,-73.945777,Henry Hudson Parkway,16.09,0.0,0.0,Day,True,2022-09-12
13687,15:30:00,40.847155,-73.92849100000002,Washington Bridge,16.09,16.09,0.0,Day,False,2022-05-18
13688,18:00:00,40.71042895297665,-74.00241494143484,Brooklyn Bridge,16.09,,0.0,Day,True,2022-01-12
13689,14:30:00,40.830041,-73.95127599999998,Henry Hudson Parkway,16.09,14.48,0.0,Day,False,2022-05-03
13690,20:00:00,40.834029,-73.949969,Marginal Street,3.22,9.66,1.02,Night,False,2022-10-13
13691,16:00:00,40.74393900000001,-74.008374,West 16th Street,16.09,20.92,0.0,Day,False,2022-10-02
13692,11:00:00,40.744653,-74.008263, 11th Avenue,16.09,19.31,0.0,Day,True,2022-05-24
13693,01:00:00,40.796198,-73.929521,FDR Drive,16.09,8.05,0.0,Night,True,2022-06-16
13694,01:30:00,40.726282,-74.011663,Holland Tunl West,14.48,0.0,0.0,Night,True,2022-02-10
13695,12:30:00,40.75991034,-73.96383405, E 58th Street,16.09,8.05,0.0,Day,False,2023-01-02
13696,12:00:00,40.76003909,-73.96295428, E 59th Street,16.09,9.66,0.0,Day,True,2022-10-05
13697,17:00:00,40.759514,-73.960825,Ed Koch Queensboro Bridge East,16.09,8.05,0.0,Day,False,2022-05-24
13698,16:30:00,40.758157,-73.957543,Ed Koch Queensboro Bridge East,16.09,16.09,0.0,Day,True,2022-03-20
13699,00:30:00,40.84709287,-73.93336415,Cross Bronx Expy,16.09,12.87,0.0,Night,True,2022-09-29
13700,10:00:00,40.799824,-73.929906,FDR Drive,16.09,4.83,0.0,Day,True,2022-08-29
13701,07:30:00,40.788531,-73.98255,Henry Hudson Parkway,14.48,16.09,0.25,Day,True,2022-10-04
13702,13:30:00,40.798929,-73.918873,Bruckner Expy East,16.09,4.83,0.0,Day,False,2022-09-10
13703,08:00:00,40.83177208880981,-73.95063757861159,Henry Hudson Parkway,16.09,4.83,0.0,Day,False,2022-03-14
13704,19:30:00,40.758333,-73.997648,Lincoln Tunl West,16.09,0.0,0.0,Day,False,2022-08-04
13705,04:30:00,40.758765,-73.998871,Lincoln Tunl West,9.66,0.0,0.0,Night,True,2022-01-01
13706,15:00:00,40.736133,-73.97491099999998,FDR Drive,16.09,9.66,0.0,Day,True,2022-06-28
13707,16:30:00,40.778778,-73.989272,Henry Hudson Parkway,16.09,12.87,0.0,Day,False,2022-06-09
13708,14:30:00,40.813065,-73.965672,Henry Hudson Parkway,16.09,9.66,0.0,Day,False,2022-02-09
13709,23:30:00,40.708714,-73.998284,FDR Drive,16.09,14.48,0.0,Night,True,2022-01-14
13710,21:00:00,40.747775,-73.98296500000002, E 34th Street,3.22,0.0,2.03,Day,False,2022-07-29
13711,20:30:00,40.745869,-73.98433399999998, Madison Avenue,16.09,8.05,0.0,Day,False,2022-05-12
13712,09:30:00,40.847867,-73.934797, Saint Nicholas Avenue,12.87,11.27,0.0,Day,True,2023-01-05
13713,12:00:00,40.846059,-73.930479,5th Avenue,16.09,8.05,0.0,Day,True,2022-12-14
13714,14:00:00,40.84609,-73.930366,5th Avenue,16.09,,0.0,Day,False,2022-10-13
13715,12:30:00,40.846149,-73.93089499999998,5th Avenue,16.09,11.27,0.0,Day,False,2022-10-12
13716,14:00:00,40.847287,-73.933402,5th Avenue,16.09,14.48,0.0,Day,True,2022-10-09
13717,04:30:00,40.84709287,-73.93336415,Cross Bronx Expy,16.09,8.05,0.0,Night,True,2022-10-07
13718,05:00:00,40.846547,-73.932038,Amsterdam Avenue,16.09,16.09,0.0,Night,True,2022-10-02
13719,15:30:00,40.84609,-73.930366,5th Avenue,16.09,8.05,0.0,Day,True,2022-07-01
13720,12:00:00,40.84601998309685,-73.93020987475427,Cross Bronx Expy,8.05,0.0,0.0,Day,False,2022-05-04
13721,03:30:00,40.769437,-73.948309,FDR Drive,3.22,0.0,0.25,Night,True,2022-09-12
13722,12:30:00,40.710751,-73.981367,FDR Drive,16.09,0.0,0.0,Day,True,2022-01-23
13723,00:00:00,40.7634294,-73.96520734, 3rd Avenue,16.09,8.05,0.0,Night,True,2022-09-30
13724,11:30:00,40.779253,-73.943565,FDR Drive,16.09,12.87,0.0,Day,False,2022-03-08
13725,16:00:00,40.805697,-73.970871,Henry Hudson Parkway,16.09,0.0,0.0,Day,True,2022-05-29
13726,10:00:00,40.731256,-73.97365500000002,FDR Drive,16.09,4.83,0.0,Day,True,2022-09-08
13727,04:30:00,40.845484,-73.927964,Alexander Hamilton Bridge West,16.09,9.66,0.0,Night,True,2022-09-17
13728,22:00:00,40.841718,-73.93174,Harlem River Drive South,16.09,9.66,0.25,Night,True,2022-02-03
13729,11:30:00,40.797853,-73.919863,I-278,11.27,8.05,0.0,Day,True,2022-05-19
13730,23:30:00,40.748139,-73.967889,FDR Drive,16.09,8.05,0.0,Night,True,2022-09-16
13731,21:30:00,40.721604,-73.989002, Allen Street,16.09,4.83,0.0,Night,True,2022-04-29
13732,16:00:00,40.757375,-73.995789,Lincoln Tunl West,16.09,8.05,0.0,Day,True,2022-04-25
13733,18:00:00,40.757732,-73.95635,Ed Koch Queensboro Bridge West,16.09,8.05,0.0,Day,True,2022-09-24
13734,21:00:00,40.759063,-73.959424,Ed Koch Queensboro Bridge West,16.09,0.0,0.0,Day,True,2022-06-30
13735,20:30:00,40.84709287,-73.93336415,Cross Bronx Expy,16.09,0.0,0.0,Day,True,2022-09-17
13736,10:30:00,40.710997,-73.98008399999998,FDR Drive,12.87,4.83,0.25,Day,False,2022-06-27
13737,07:00:00,40.743163,-73.971997,FDR Drive,14.48,0.0,0.0,Day,False,2022-08-22
13738,17:00:00,40.74814,-74.007625,12th Avenue,16.09,,0.0,Day,False,2022-06-15
13739,20:30:00,40.766493,-73.95079399999999,FDR Drive,16.09,19.31,0.0,Night,False,2022-12-09
13740,08:30:00,40.7606399057352,-73.95651698077222,FDR Drive,16.09,11.27,0.0,Day,False,2022-01-09
13741,16:30:00,40.751263,-73.991258, W 34th Street,16.09,11.27,0.0,Day,False,2022-09-22
13742,08:00:00,40.747678,-73.97878299999998, Lexington Avenue,14.48,4.83,0.0,Day,True,2022-06-08
13743,13:00:00,40.750165,-73.976989, Lexington Avenue,16.09,9.66,0.0,Day,True,2022-05-15
13744,22:00:00,40.750939,-74.008341,12th Avenue,16.09,0.0,0.0,Night,False,2022-07-23
13745,15:00:00,40.71042895297665,-74.00241494143484,Brooklyn Bridge,16.09,9.66,0.0,Day,True,2022-04-02
13746,17:30:00,40.72954774,-73.98990512, 3rd Avenue,16.09,8.05,0.0,Day,False,2022-07-20
13747,22:30:00,40.733212,-74.00301800000003, Grove Street,16.09,24.14,0.0,Night,False,2022-10-02
13748,16:30:00,40.85885167,-73.92295718,Dyckman Street,3.22,24.14,1.27,Day,False,2022-09-06
13749,08:30:00,40.714619,-73.975161,Williamsburg Bridge,1.61,0.0,0.0,Day,True,2022-05-21
13750,15:00:00,40.746414,-73.97971899999997, Lexington Avenue,16.09,,0.0,Day,True,2022-05-22
13751,16:30:00,40.813065,-73.965672,Henry Hudson Parkway,8.05,14.48,1.78,Day,False,2023-02-22
13752,01:00:00,40.78402877,-73.98512006,Henry Hudson Parkway,16.09,9.66,0.0,Night,False,2022-10-16
13753,10:00:00,40.785566,-73.984062,Henry Hudson Parkway,16.09,9.66,0.0,Day,False,2022-07-12
13754,12:00:00,40.793055,-73.97990300000002,Henry Hudson Parkway,16.09,0.0,0.0,Day,True,2022-06-16
13755,08:00:00,40.845722,-73.929606,Alexander Hamilton Bridge East,16.09,9.66,0.0,Day,True,2022-07-21
13756,13:30:00,40.799824,-73.929906,FDR Drive,16.09,,0.0,Day,True,2022-10-10
13757,13:00:00,40.799824,-73.929906,FDR Drive,16.09,0.0,0.0,Day,True,2022-08-05
13758,23:00:00,40.847199,-73.928896,Washington Bridge,16.09,0.0,0.0,Night,True,2022-07-15
13759,22:30:00,40.846438,-73.927164,Washington Bridge,11.27,0.0,0.0,Night,False,2022-06-23
13760,09:30:00,40.712488,-73.977773,FDR Drive,16.09,19.31,0.0,Day,True,2022-10-02
13761,08:30:00,40.797009,-73.920507,Robert F Kennedy Bridge,16.09,4.83,0.0,Day,True,2022-09-27
13762,11:30:00,40.757997,-73.966236, E 55th Street,16.09,14.48,0.0,Day,False,2022-04-29
13763,23:30:00,40.835929,-73.934822,Harlem River Drive North,16.09,0.0,0.0,Night,False,2022-07-27
13764,07:00:00,40.708295,-73.99949699999998,Brooklyn Bridge,16.09,12.87,0.0,Day,True,2022-04-20
13765,08:30:00,40.777555,-73.94273100000002,FDR Drive,,12.87,0.0,Day,False,2022-07-15
13766,12:30:00,40.87399,-73.910516,Broadway,16.09,19.31,0.0,Day,False,2022-09-05
13767,17:00:00,40.714022,-73.972938,Williamsburg Bridge,16.09,0.0,0.0,Day,False,2022-09-27
13768,07:00:00,40.715526,-73.978183,Baruch Drive,16.09,0.0,0.0,Day,True,2022-07-22
13769,11:00:00,40.84190200000001,-73.945374,Henry Hudson Parkway,16.09,12.87,0.0,Day,False,2022-04-02
13770,05:30:00,40.726263,-74.011516,Holland Tunl West,16.09,20.92,0.0,Day,False,2022-04-08
13771,14:00:00,40.755556,-73.99554,West 37th Street,16.09,24.14,0.0,Day,True,2022-04-29
13772,06:30:00,40.70962700000001,-73.99186,FDR Drive,16.09,4.83,0.0,Day,False,2022-10-11
13773,16:00:00,40.735394,-73.974836,FDR Drive,16.09,9.66,0.0,Day,False,2022-06-08
13774,21:30:00,40.846149,-73.93089499999998,5th Avenue,16.09,0.0,0.0,Night,True,2022-10-14
13775,22:30:00,40.784682,-73.94676899999997, 2nd Avenue,16.09,0.0,0.0,Night,False,2022-10-05
13776,17:30:00,40.773119,-73.94452199999998,FDR Drive,16.09,4.83,0.0,Day,False,2022-05-28
13777,00:30:00,40.831777,-73.950652,Henry Hudson Parkway,14.48,0.0,0.0,Night,False,2023-01-20
13778,02:00:00,40.830745,-73.95105799999997,Henry Hudson Parkway,16.09,8.05,0.0,Night,True,2022-09-11
13779,13:30:00,40.847294,-73.945184,Henry Hudson Parkway,16.09,0.0,0.0,Day,True,2022-04-05
13780,06:00:00,40.87076,-73.930293,Henry Hudson Parkway,16.09,12.87,0.0,Day,True,2022-03-14
13781,15:00:00,40.757147,-73.99547700000002,Lincoln Tunl West,8.05,9.66,1.27,Day,False,2023-02-22
13782,16:00:00,40.82535,-73.93441,Harlem River Drive North,16.09,4.83,0.0,Day,False,2022-09-02
13783,17:00:00,40.829961,-73.934924,Harlem River Drive North,14.48,0.0,0.0,Day,False,2022-07-16
13784,19:00:00,40.7761,-73.979739, Columbus Avenue,16.09,9.66,0.0,Day,True,2022-03-01
13785,16:30:00,40.825806,-73.95491700000002,Henry Hudson Parkway,16.09,19.31,0.0,Day,True,2022-10-01
13786,23:00:00,40.851604,-73.952048,George Washington Bridge,16.09,12.87,0.0,Night,False,2022-04-28
13787,19:00:00,40.765311,-73.99133, W 51st Street,16.09,0.0,0.0,Day,True,2022-10-14
13788,15:30:00,40.779564,-73.94358000000003,FDR Drive,16.09,8.05,0.0,Day,False,2022-09-22
13789,22:30:00,40.762937,-73.99974399999998, 12th Avenue,16.09,8.05,0.0,Night,True,2022-09-10
13790,18:00:00,40.845842,-73.92939,Harlem River Drive North,16.09,14.48,0.0,Day,False,2022-03-11
13791,18:00:00,40.77763,-73.989952,Henry Hudson Parkway,9.66,12.87,0.0,Day,False,2022-01-28
